level,origin_type,origin_name,filename,relative_path,reference_filename,reference_relative_path,source_filename,classification_basis,asset_status,resolution,color_mode
04,B03-FLO,Flora_&_Fungi,aachat-forge-flora-coral-reef-gardener.png,B03-FLO__Flora_&_Fungi/aachat-forge-flora-coral-reef-gardener.png,aachat-level-04-b03-flo-011-coral-reef-gardener-256.png,B03-FLO__Flora_&_Fungi/aachat-level-04-b03-flo-011-coral-reef-gardener-256.png,aachat-agent-p03-011-coral-reef-gardener-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B04-CUL,Culinary,aachat-forge-culinary-sushi-conveyor-chef.png,B04-CUL__Culinary/aachat-forge-culinary-sushi-conveyor-chef.png,aachat-level-04-b04-cul-012-sushi-conveyor-chef-256.png,B04-CUL__Culinary/aachat-level-04-b04-cul-012-sushi-conveyor-chef-256.png,aachat-agent-p03-012-sushi-conveyor-chef-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B05-MEC,Machine,aachat-forge-machine-neon-sign-electrician.png,B05-MEC__Machine/aachat-forge-machine-neon-sign-electrician.png,aachat-level-04-b05-mec-013-neon-sign-electrician-256.png,B05-MEC__Machine/aachat-level-04-b05-mec-013-neon-sign-electrician-256.png,aachat-agent-p03-013-neon-sign-electrician-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B06-OBJ,Artifact_&_Architecture,aachat-forge-artifact-librarian-archivist.png,B06-OBJ__Artifact_&_Architecture/aachat-forge-artifact-librarian-archivist.png,aachat-level-04-b06-obj-014-librarian-archivist-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-04-b06-obj-014-librarian-archivist-256.png,aachat-agent-p03-014-librarian-archivist-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B01-HUM,Humanoid,aachat-forge-humanoid-curling-captain.png,B01-HUM__Humanoid/aachat-forge-humanoid-curling-captain.png,aachat-level-04-b01-hum-015-curling-captain-256.png,B01-HUM__Humanoid/aachat-level-04-b01-hum-015-curling-captain-256.png,aachat-agent-p03-015-curling-captain-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B06-OBJ,Artifact_&_Architecture,aachat-forge-artifact-vinyl-record-selector.png,B06-OBJ__Artifact_&_Architecture/aachat-forge-artifact-vinyl-record-selector.png,aachat-level-04-b06-obj-016-vinyl-record-selector-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-04-b06-obj-016-vinyl-record-selector-256.png,aachat-agent-p03-016-vinyl-record-selector-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B05-MEC,Machine,aachat-forge-machine-drone-cartographer.png,B05-MEC__Machine/aachat-forge-machine-drone-cartographer.png,aachat-level-04-b05-mec-017-drone-cartographer-256.png,B05-MEC__Machine/aachat-level-04-b05-mec-017-drone-cartographer-256.png,aachat-agent-p03-017-drone-cartographer-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B07-MAT,Material_&_Mineral,aachat-forge-mineral-slime-tamer.png,B07-MAT__Material_&_Mineral/aachat-forge-mineral-slime-tamer.png,aachat-level-04-b07-mat-018-slime-tamer-256.png,B07-MAT__Material_&_Mineral/aachat-level-04-b07-mat-018-slime-tamer-256.png,aachat-agent-p03-018-slime-tamer-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B07-MAT,Material_&_Mineral,aachat-forge-mineral-lunar-ice-miner.png,B07-MAT__Material_&_Mineral/aachat-forge-mineral-lunar-ice-miner.png,aachat-level-04-b07-mat-019-lunar-ice-miner-256.png,B07-MAT__Material_&_Mineral/aachat-level-04-b07-mat-019-lunar-ice-miner-256.png,aachat-agent-p03-019-lunar-ice-miner-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B06-OBJ,Artifact_&_Architecture,aachat-forge-artifact-daruma-painter.png,B06-OBJ__Artifact_&_Architecture/aachat-forge-artifact-daruma-painter.png,aachat-level-04-b06-obj-020-daruma-painter-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-04-b06-obj-020-daruma-painter-256.png,aachat-agent-p03-020-daruma-painter-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B08-NAT,Nature_&_Element,aachat-forge-nature-thundercloud-shepherd.png,B08-NAT__Nature_&_Element/aachat-forge-nature-thundercloud-shepherd.png,aachat-level-04-b08-nat-021-thundercloud-shepherd-256.png,B08-NAT__Nature_&_Element/aachat-level-04-b08-nat-021-thundercloud-shepherd-256.png,aachat-agent-p03-021-thundercloud-shepherd-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B04-CUL,Culinary,aachat-forge-culinary-popcorn-carnival-vendor.png,B04-CUL__Culinary/aachat-forge-culinary-popcorn-carnival-vendor.png,aachat-level-04-b04-cul-022-popcorn-carnival-vendor-256.png,B04-CUL__Culinary/aachat-level-04-b04-cul-022-popcorn-carnival-vendor-256.png,aachat-agent-p03-022-popcorn-carnival-vendor-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B06-OBJ,Artifact_&_Architecture,aachat-forge-artifact-ceramic-potter.png,B06-OBJ__Artifact_&_Architecture/aachat-forge-artifact-ceramic-potter.png,aachat-level-04-b06-obj-023-ceramic-potter-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-04-b06-obj-023-ceramic-potter-256.png,aachat-agent-p03-023-ceramic-potter-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B05-MEC,Machine,aachat-forge-machine-weather-reporter.png,B05-MEC__Machine/aachat-forge-machine-weather-reporter.png,aachat-level-04-b05-mec-024-weather-reporter-256.png,B05-MEC__Machine/aachat-level-04-b05-mec-024-weather-reporter-256.png,aachat-agent-p03-024-weather-reporter-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B07-MAT,Material_&_Mineral,aachat-forge-mineral-rock-climber.png,B07-MAT__Material_&_Mineral/aachat-forge-mineral-rock-climber.png,aachat-level-04-b07-mat-025-rock-climber-256.png,B07-MAT__Material_&_Mineral/aachat-level-04-b07-mat-025-rock-climber-256.png,aachat-agent-p03-025-rock-climber-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B06-OBJ,Artifact_&_Architecture,aachat-forge-artifact-harp-player.png,B06-OBJ__Artifact_&_Architecture/aachat-forge-artifact-harp-player.png,aachat-level-04-b06-obj-026-harp-player-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-04-b06-obj-026-harp-player-256.png,aachat-agent-p03-026-harp-player-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B03-FLO,Flora_&_Fungi,aachat-forge-flora-data-gardener.png,B03-FLO__Flora_&_Fungi/aachat-forge-flora-data-gardener.png,aachat-level-04-b03-flo-027-data-gardener-256.png,B03-FLO__Flora_&_Fungi/aachat-level-04-b03-flo-027-data-gardener-256.png,aachat-agent-p03-027-data-gardener-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B02-FAU,Fauna,aachat-forge-fauna-mini-dragon-knight.png,B02-FAU__Fauna/aachat-forge-fauna-mini-dragon-knight.png,aachat-level-04-b02-fau-028-mini-dragon-knight-256.png,B02-FAU__Fauna/aachat-level-04-b02-fau-028-mini-dragon-knight-256.png,aachat-agent-p03-028-mini-dragon-knight-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B06-OBJ,Artifact_&_Architecture,aachat-forge-artifact-tea-ceremony-host.png,B06-OBJ__Artifact_&_Architecture/aachat-forge-artifact-tea-ceremony-host.png,aachat-level-04-b06-obj-030-tea-ceremony-host-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-04-b06-obj-030-tea-ceremony-host-256.png,aachat-agent-p03-030-tea-ceremony-host-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B02-FAU,Fauna,aachat-forge-fauna-autumn-squirrel-forager.png,B02-FAU__Fauna/aachat-forge-fauna-autumn-squirrel-forager.png,aachat-level-04-b02-fau-031-autumn-squirrel-forager-256.png,B02-FAU__Fauna/aachat-level-04-b02-fau-031-autumn-squirrel-forager-256.png,aachat-agent-p03-031-autumn-squirrel-forager-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B04-CUL,Culinary,aachat-forge-culinary-mooncake-baker.png,B04-CUL__Culinary/aachat-forge-culinary-mooncake-baker.png,aachat-level-04-b04-cul-032-mooncake-baker-256.png,B04-CUL__Culinary/aachat-level-04-b04-cul-032-mooncake-baker-256.png,aachat-agent-p03-032-mooncake-baker-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B06-OBJ,Artifact_&_Architecture,aachat-forge-artifact-pocket-watch-restorer.png,B06-OBJ__Artifact_&_Architecture/aachat-forge-artifact-pocket-watch-restorer.png,aachat-level-04-b06-obj-033-pocket-watch-restorer-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-04-b06-obj-033-pocket-watch-restorer-256.png,aachat-agent-p03-033-pocket-watch-restorer-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B01-HUM,Humanoid,aachat-forge-humanoid-night-train-conductor.png,B01-HUM__Humanoid/aachat-forge-humanoid-night-train-conductor.png,aachat-level-04-b01-hum-034-night-train-conductor-256.png,B01-HUM__Humanoid/aachat-level-04-b01-hum-034-night-train-conductor-256.png,aachat-agent-p03-034-night-train-conductor-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B01-HUM,Humanoid,aachat-forge-humanoid-table-tennis-ace.png,B01-HUM__Humanoid/aachat-forge-humanoid-table-tennis-ace.png,aachat-level-04-b01-hum-035-table-tennis-ace-256.png,B01-HUM__Humanoid/aachat-level-04-b01-hum-035-table-tennis-ace-256.png,aachat-agent-p03-035-table-tennis-ace-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B06-OBJ,Artifact_&_Architecture,aachat-forge-artifact-marimba-player.png,B06-OBJ__Artifact_&_Architecture/aachat-forge-artifact-marimba-player.png,aachat-level-04-b06-obj-036-marimba-player-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-04-b06-obj-036-marimba-player-256.png,aachat-agent-p03-036-marimba-player-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B09-ECH,Secret_Echo,aachat-forge-echo-quantum-cable-weaver.png,B09-ECH__Secret_Echo/aachat-forge-echo-quantum-cable-weaver.png,aachat-level-04-b09-ech-037-quantum-cable-weaver-256.png,B09-ECH__Secret_Echo/aachat-level-04-b09-ech-037-quantum-cable-weaver-256.png,aachat-agent-p03-037-quantum-cable-weaver-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B09-ECH,Secret_Echo,aachat-forge-echo-star-map-oracle.png,B09-ECH__Secret_Echo/aachat-forge-echo-star-map-oracle.png,aachat-level-04-b09-ech-038-star-map-oracle-256.png,B09-ECH__Secret_Echo/aachat-level-04-b09-ech-038-star-map-oracle-256.png,aachat-agent-p03-038-star-map-oracle-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B03-FLO,Flora_&_Fungi,aachat-forge-flora-rocket-greenhouse-keeper.png,B03-FLO__Flora_&_Fungi/aachat-forge-flora-rocket-greenhouse-keeper.png,aachat-level-04-b03-flo-039-rocket-greenhouse-keeper-256.png,B03-FLO__Flora_&_Fungi/aachat-level-04-b03-flo-039-rocket-greenhouse-keeper-256.png,aachat-agent-p03-039-rocket-greenhouse-keeper-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B02-FAU,Fauna,aachat-forge-fauna-koi-lantern-carrier.png,B02-FAU__Fauna/aachat-forge-fauna-koi-lantern-carrier.png,aachat-level-04-b02-fau-040-koi-lantern-carrier-256.png,B02-FAU__Fauna/aachat-level-04-b02-fau-040-koi-lantern-carrier-256.png,aachat-agent-p03-040-koi-lantern-carrier-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B07-MAT,Material_&_Mineral,aachat-forge-mineral-crystal-cave-botanist.png,B07-MAT__Material_&_Mineral/aachat-forge-mineral-crystal-cave-botanist.png,aachat-level-04-b07-mat-041-crystal-cave-botanist-256.png,B07-MAT__Material_&_Mineral/aachat-level-04-b07-mat-041-crystal-cave-botanist-256.png,aachat-agent-p03-041-crystal-cave-botanist-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B04-CUL,Culinary,aachat-forge-culinary-fruit-parfait-architect.png,B04-CUL__Culinary/aachat-forge-culinary-fruit-parfait-architect.png,aachat-level-04-b04-cul-042-fruit-parfait-architect-256.png,B04-CUL__Culinary/aachat-level-04-b04-cul-042-fruit-parfait-architect-256.png,aachat-agent-p03-042-fruit-parfait-architect-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B06-OBJ,Artifact_&_Architecture,aachat-forge-artifact-kite-engineer.png,B06-OBJ__Artifact_&_Architecture/aachat-forge-artifact-kite-engineer.png,aachat-level-04-b06-obj-043-kite-engineer-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-04-b06-obj-043-kite-engineer-256.png,aachat-agent-p03-043-kite-engineer-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B06-OBJ,Artifact_&_Architecture,aachat-forge-artifact-tiny-aquarium-keeper.png,B06-OBJ__Artifact_&_Architecture/aachat-forge-artifact-tiny-aquarium-keeper.png,aachat-level-04-b06-obj-044-tiny-aquarium-keeper-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-04-b06-obj-044-tiny-aquarium-keeper-256.png,aachat-agent-p03-044-tiny-aquarium-keeper-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B01-HUM,Humanoid,aachat-forge-humanoid-snowboard-explorer.png,B01-HUM__Humanoid/aachat-forge-humanoid-snowboard-explorer.png,aachat-level-04-b01-hum-045-snowboard-explorer-256.png,B01-HUM__Humanoid/aachat-level-04-b01-hum-045-snowboard-explorer-256.png,aachat-agent-p03-045-snowboard-explorer-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B06-OBJ,Artifact_&_Architecture,aachat-forge-artifact-taiko-drummer.png,B06-OBJ__Artifact_&_Architecture/aachat-forge-artifact-taiko-drummer.png,aachat-level-04-b06-obj-046-taiko-drummer-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-04-b06-obj-046-taiko-drummer-256.png,aachat-agent-p03-046-taiko-drummer-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B05-MEC,Machine,aachat-forge-machine-firewall-guardian.png,B05-MEC__Machine/aachat-forge-machine-firewall-guardian.png,aachat-level-04-b05-mec-047-firewall-guardian-256.png,B05-MEC__Machine/aachat-level-04-b05-mec-047-firewall-guardian-256.png,aachat-agent-p03-047-firewall-guardian-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B06-OBJ,Artifact_&_Architecture,aachat-forge-artifact-lantern-spirit-keeper.png,B06-OBJ__Artifact_&_Architecture/aachat-forge-artifact-lantern-spirit-keeper.png,aachat-level-04-b06-obj-048-lantern-spirit-keeper-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-04-b06-obj-048-lantern-spirit-keeper-256.png,aachat-agent-p03-048-lantern-spirit-keeper-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B08-NAT,Nature_&_Element,aachat-forge-nature-ringed-planet-pilot.png,B08-NAT__Nature_&_Element/aachat-forge-nature-ringed-planet-pilot.png,aachat-level-04-b08-nat-049-ringed-planet-pilot-256.png,B08-NAT__Nature_&_Element/aachat-level-04-b08-nat-049-ringed-planet-pilot-256.png,aachat-agent-p03-049-ringed-planet-pilot-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B01-HUM,Humanoid,aachat-forge-humanoid-kabuki-stagehand.png,B01-HUM__Humanoid/aachat-forge-humanoid-kabuki-stagehand.png,aachat-level-04-b01-hum-050-kabuki-stagehand-256.png,B01-HUM__Humanoid/aachat-level-04-b01-hum-050-kabuki-stagehand-256.png,aachat-agent-p03-050-kabuki-stagehand-256.png,full visual review: named Level 04 design motif,native-master,1254x1254,RGBA
04,B02-FAU,Fauna,aachat-forge-fauna-honeybee-apiarist.png,B02-FAU__Fauna/aachat-forge-fauna-honeybee-apiarist.png,aachat-level-04-b02-fau-r01-honeybee-apiarist-256.png,B02-FAU__Fauna/aachat-level-04-b02-fau-r01-honeybee-apiarist-256.png,aachat-agent-r01-honeybee-apiarist-256.png,full visual review: reserve Level 04 design motif,native-master,1254x1254,RGBA
04,B04-CUL,Culinary,aachat-forge-culinary-ramen-delivery-cyclist.png,B04-CUL__Culinary/aachat-forge-culinary-ramen-delivery-cyclist.png,aachat-level-04-b04-cul-r02-ramen-delivery-cyclist-256.png,B04-CUL__Culinary/aachat-level-04-b04-cul-r02-ramen-delivery-cyclist-256.png,aachat-agent-r02-ramen-delivery-cyclist-256.png,full visual review: reserve Level 04 design motif,native-master,1254x1254,RGBA
04,B06-OBJ,Artifact_&_Architecture,aachat-forge-artifact-wooden-toymaker.png,B06-OBJ__Artifact_&_Architecture/aachat-forge-artifact-wooden-toymaker.png,aachat-level-04-b06-obj-r03-wooden-toymaker-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-04-b06-obj-r03-wooden-toymaker-256.png,aachat-agent-r03-wooden-toymaker-256.png,full visual review: reserve Level 04 design motif,native-master,1254x1254,RGBA
04,B01-HUM,Humanoid,aachat-forge-humanoid-firefighter.png,B01-HUM__Humanoid/aachat-forge-humanoid-firefighter.png,aachat-level-04-b01-hum-r04-firefighter-256.png,B01-HUM__Humanoid/aachat-level-04-b01-hum-r04-firefighter-256.png,aachat-agent-r04-firefighter-256.png,full visual review: reserve Level 04 design motif,native-master,1254x1254,RGBA
04,B01-HUM,Humanoid,aachat-forge-humanoid-fencing-champion.png,B01-HUM__Humanoid/aachat-forge-humanoid-fencing-champion.png,aachat-level-04-b01-hum-r05-fencing-champion-256.png,B01-HUM__Humanoid/aachat-level-04-b01-hum-r05-fencing-champion-256.png,aachat-agent-r05-fencing-champion-256.png,full visual review: reserve Level 04 design motif,native-master,1254x1254,RGBA
04,B06-OBJ,Artifact_&_Architecture,aachat-forge-artifact-accordion-player.png,B06-OBJ__Artifact_&_Architecture/aachat-forge-artifact-accordion-player.png,aachat-level-04-b06-obj-r06-accordion-player-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-04-b06-obj-r06-accordion-player-256.png,aachat-agent-r06-accordion-player-256.png,full visual review: reserve Level 04 design motif,native-master,1254x1254,RGBA
04,B05-MEC,Machine,aachat-forge-machine-solar-panel-technician.png,B05-MEC__Machine/aachat-forge-machine-solar-panel-technician.png,aachat-level-04-b05-mec-r07-solar-panel-technician-256.png,B05-MEC__Machine/aachat-level-04-b05-mec-r07-solar-panel-technician-256.png,aachat-agent-r07-solar-panel-technician-256.png,full visual review: reserve Level 04 design motif,native-master,1254x1254,RGBA
04,B08-NAT,Nature_&_Element,aachat-forge-nature-cloud-djinn-apprentice.png,B08-NAT__Nature_&_Element/aachat-forge-nature-cloud-djinn-apprentice.png,aachat-level-04-b08-nat-r08-cloud-djinn-apprentice-256.png,B08-NAT__Nature_&_Element/aachat-level-04-b08-nat-r08-cloud-djinn-apprentice-256.png,aachat-agent-r08-cloud-djinn-apprentice-256.png,full visual review: reserve Level 04 design motif,native-master,1254x1254,RGBA
04,B07-MAT,Material_&_Mineral,aachat-forge-mineral-mars-geologist.png,B07-MAT__Material_&_Mineral/aachat-forge-mineral-mars-geologist.png,aachat-level-04-b07-mat-r09-mars-geologist-256.png,B07-MAT__Material_&_Mineral/aachat-level-04-b07-mat-r09-mars-geologist-256.png,aachat-agent-r09-mars-geologist-256.png,full visual review: reserve Level 04 design motif,native-master,1254x1254,RGBA
04,B02-FAU,Fauna,aachat-forge-fauna-snow-festival-rabbit-dancer.png,B02-FAU__Fauna/aachat-forge-fauna-snow-festival-rabbit-dancer.png,aachat-level-04-b02-fau-r10-snow-festival-rabbit-dancer-256.png,B02-FAU__Fauna/aachat-level-04-b02-fau-r10-snow-festival-rabbit-dancer-256.png,aachat-agent-r10-snow-festival-rabbit-dancer-256.png,full visual review: reserve Level 04 design motif,native-master,1254x1254,RGBA
04,B02-FAU,Fauna,aachat-forge-fauna-jungle-frog-explorer.png,B02-FAU__Fauna/aachat-forge-fauna-jungle-frog-explorer.png,aachat-level-04-b02-fau-r11-jungle-frog-explorer-256.png,B02-FAU__Fauna/aachat-level-04-b02-fau-r11-jungle-frog-explorer-256.png,aachat-agent-r11-jungle-frog-explorer-256.png,full visual review: reserve Level 04 design motif,native-master,1254x1254,RGBA
04,B04-CUL,Culinary,aachat-forge-culinary-donut-astronomer.png,B04-CUL__Culinary/aachat-forge-culinary-donut-astronomer.png,aachat-level-04-b04-cul-r12-donut-astronomer-256.png,B04-CUL__Culinary/aachat-level-04-b04-cul-r12-donut-astronomer-256.png,aachat-agent-r12-donut-astronomer-256.png,full visual review: reserve Level 04 design motif,native-master,1254x1254,RGBA
04,B07-MAT,Material_&_Mineral,aachat-forge-mineral-glassblower.png,B07-MAT__Material_&_Mineral/aachat-forge-mineral-glassblower.png,aachat-level-04-b07-mat-r13-glassblower-256.png,B07-MAT__Material_&_Mineral/aachat-level-04-b07-mat-r13-glassblower-256.png,aachat-agent-r13-glassblower-256.png,full visual review: reserve Level 04 design motif,native-master,1254x1254,RGBA
04,B03-FLO,Flora_&_Fungi,aachat-forge-flora-botanical-doctor.png,B03-FLO__Flora_&_Fungi/aachat-forge-flora-botanical-doctor.png,aachat-level-04-b03-flo-r14-botanical-doctor-256.png,B03-FLO__Flora_&_Fungi/aachat-level-04-b03-flo-r14-botanical-doctor-256.png,aachat-agent-r14-botanical-doctor-256.png,full visual review: reserve Level 04 design motif,native-master,1254x1254,RGBA
04,B01-HUM,Humanoid,aachat-forge-humanoid-roller-derby-racer.png,B01-HUM__Humanoid/aachat-forge-humanoid-roller-derby-racer.png,aachat-level-04-b01-hum-r15-roller-derby-racer-256.png,B01-HUM__Humanoid/aachat-level-04-b01-hum-r15-roller-derby-racer-256.png,aachat-agent-r15-roller-derby-racer-256.png,full visual review: reserve Level 04 design motif,native-master,1254x1254,RGBA
04,B06-OBJ,Artifact_&_Architecture,aachat-forge-artifact-cello-player.png,B06-OBJ__Artifact_&_Architecture/aachat-forge-artifact-cello-player.png,aachat-level-04-b06-obj-r16-cello-player-256.png,B06-OBJ__Artifact_&_Architecture/aachat-level-04-b06-obj-r16-cello-player-256.png,aachat-agent-r16-cello-player-256.png,full visual review: reserve Level 04 design motif,native-master,1254x1254,RGBA
04,B05-MEC,Machine,aachat-forge-machine-wind-turbine-mechanic.png,B05-MEC__Machine/aachat-forge-machine-wind-turbine-mechanic.png,aachat-level-04-b05-mec-r17-wind-turbine-mechanic-256.png,B05-MEC__Machine/aachat-level-04-b05-mec-r17-wind-turbine-mechanic-256.png,aachat-agent-r17-wind-turbine-mechanic-256.png,full visual review: reserve Level 04 design motif,native-master,1254x1254,RGBA
04,B01-HUM,Humanoid,aachat-forge-humanoid-treasure-map-pirate.png,B01-HUM__Humanoid/aachat-forge-humanoid-treasure-map-pirate.png,aachat-level-04-b01-hum-r18-treasure-map-pirate-256.png,B01-HUM__Humanoid/aachat-level-04-b01-hum-r18-treasure-map-pirate-256.png,aachat-agent-r18-treasure-map-pirate-256.png,full visual review: reserve Level 04 design motif,native-master,1254x1254,RGBA
