origin_type,group,reference_filename,reference_relative_path,provisional_filename,provisional_relative_path,evolution,status,sha256,visual_qa
B05-MEC,machine,aachat-level-05-b05-mec-cand-09-11-256.png,B05-MEC__Machine/aachat-level-05-b05-mec-cand-09-11-256.png,aachat-ascend-machine-unlinked-chronometer.png,B05-MEC__Machine/aachat-ascend-machine-unlinked-chronometer.png,chronometer,accepted,b0d2b3232374a23595f7ce394ca74f2fb45852f3ea66472d21abd8ba4af59fa8,pass
B05-MEC,machine,aachat-level-05-b05-mec-cand-09-19-256.png,B05-MEC__Machine/aachat-level-05-b05-mec-cand-09-19-256.png,aachat-ascend-machine-unlinked-console.png,B05-MEC__Machine/aachat-ascend-machine-unlinked-console.png,console,accepted,b0ae78aa10a111429f14978acda46b5fea083aecf021115cf1d1343dc108be68,pass
B05-MEC,machine,aachat-level-05-b05-mec-cand-12-01-256.png,B05-MEC__Machine/aachat-level-05-b05-mec-cand-12-01-256.png,aachat-ascend-machine-unlinked-saucer.png,B05-MEC__Machine/aachat-ascend-machine-unlinked-saucer.png,saucer,accepted,38efd116b98e1ef7bbb2b995dd2e6e9f85c23e2d85be1299b748ad31d7817d55,pass
B05-MEC,machine,aachat-level-05-b05-mec-cand-12-11-256.png,B05-MEC__Machine/aachat-level-05-b05-mec-cand-12-11-256.png,aachat-ascend-machine-unlinked-fedora.png,B05-MEC__Machine/aachat-ascend-machine-unlinked-fedora.png,fedora,accepted,80d237798201a0c3d8a359705c8dcbb9004f0209df4bd23fb17a9af8483c0361,pass
B05-MEC,machine,aachat-level-05-b05-mec-cand-12-15-256.png,B05-MEC__Machine/aachat-level-05-b05-mec-cand-12-15-256.png,aachat-ascend-machine-unlinked-terminal.png,B05-MEC__Machine/aachat-ascend-machine-unlinked-terminal.png,terminal,accepted,4e8f9b3c45a66e46855c9530a131ae406c66f542da6c2a00d408e747d8d67e7b,pass
B05-MEC,machine,aachat-level-05-b05-mec-cand-13-03-256.png,B05-MEC__Machine/aachat-level-05-b05-mec-cand-13-03-256.png,aachat-ascend-machine-unlinked-jetliner.png,B05-MEC__Machine/aachat-ascend-machine-unlinked-jetliner.png,jetliner,accepted,402bd960d3e3e93feb2894bb3a9de71325695f4241434f7e3cdc63493a0b1b38,pass
B05-MEC,machine,aachat-level-05-b05-mec-cand-13-07-256.png,B05-MEC__Machine/aachat-level-05-b05-mec-cand-13-07-256.png,aachat-ascend-machine-unlinked-projector.png,B05-MEC__Machine/aachat-ascend-machine-unlinked-projector.png,projector,accepted,dd104023293de89eaf2412ff788920b30f7b643b6be2a881dfad60186ded3275,pass
B05-MEC,machine,aachat-level-05-b05-mec-cand-15-01-256.png,B05-MEC__Machine/aachat-level-05-b05-mec-cand-15-01-256.png,aachat-ascend-machine-unlinked-orbiter.png,B05-MEC__Machine/aachat-ascend-machine-unlinked-orbiter.png,orbiter,accepted,99fbae12a0b509e02a7bacedd4c5da4453fc813095ebcd02ec397c642b4a4bec,pass
B05-MEC,machine,aachat-level-05-b05-mec-cand-15-11-256.png,B05-MEC__Machine/aachat-level-05-b05-mec-cand-15-11-256.png,aachat-ascend-machine-unlinked-detective.png,B05-MEC__Machine/aachat-ascend-machine-unlinked-detective.png,detective,accepted,a7a32046659a3c74ec0a40da8bdf9214d4b79517382c2116a12228ed63b401b7,pass
B05-MEC,machine,aachat-level-05-b05-mec-cand-15-15-256.png,B05-MEC__Machine/aachat-level-05-b05-mec-cand-15-15-256.png,aachat-ascend-machine-unlinked-mainframe.png,B05-MEC__Machine/aachat-ascend-machine-unlinked-mainframe.png,mainframe,accepted,b71f9470992c9eac8478b326defba5e9a12a7620742f870b40448d59e2bc972e,pass
B05-MEC,machine,aachat-level-05-b05-mec-cand-16-03-256.png,B05-MEC__Machine/aachat-level-05-b05-mec-cand-16-03-256.png,aachat-ascend-machine-unlinked-roadster.png,B05-MEC__Machine/aachat-ascend-machine-unlinked-roadster.png,roadster,accepted,2f0efff50a2d40a38f8f0f7139942f367e962e32d1c4339e84c65e125f46cd0e,pass
B05-MEC,machine,aachat-level-05-b05-mec-cand-16-11-256.png,B05-MEC__Machine/aachat-level-05-b05-mec-cand-16-11-256.png,aachat-ascend-machine-unlinked-rotorcraft.png,B05-MEC__Machine/aachat-ascend-machine-unlinked-rotorcraft.png,rotorcraft,accepted,b5871a3dca503e4f9cb273e7602c8f6921e3de0da975ab16fd9991b87716cc23,pass
B05-MEC,machine,aachat-level-05-b05-mec-cand-16-13-256.png,B05-MEC__Machine/aachat-level-05-b05-mec-cand-16-13-256.png,aachat-ascend-machine-unlinked-cathode.png,B05-MEC__Machine/aachat-ascend-machine-unlinked-cathode.png,cathode,accepted,e7cda2130fbfc858a024177d905142d114d652cd382da58a7c302309021c00d7,pass
B05-MEC,machine,aachat-level-05-b05-mec-cand-17-05-256.png,B05-MEC__Machine/aachat-level-05-b05-mec-cand-17-05-256.png,aachat-ascend-machine-unlinked-mariner.png,B05-MEC__Machine/aachat-ascend-machine-unlinked-mariner.png,mariner,accepted,12ae8793ff06d414f789975cd7e00293e8cb88a7ea78b44c5a2909edc36b9657,pass
B05-MEC,machine,aachat-level-05-b05-mec-cand-17-16-256.png,B05-MEC__Machine/aachat-level-05-b05-mec-cand-17-16-256.png,aachat-ascend-machine-unlinked-announcer.png,B05-MEC__Machine/aachat-ascend-machine-unlinked-announcer.png,announcer,accepted,9ee003dfc609481b5a1efe56a5231f29db882538d27073eb33514c0696a27b4a,pass
B05-MEC,machine,aachat-level-05-b05-mec-cand-18-12-256.png,B05-MEC__Machine/aachat-level-05-b05-mec-cand-18-12-256.png,aachat-ascend-machine-unlinked-aerostat.png,B05-MEC__Machine/aachat-ascend-machine-unlinked-aerostat.png,aerostat,accepted,8597a031eb65e0c867f62e5e815dfc19dc93d8044169d7d60fa8c2bee4db2457,pass
B05-MEC,machine,aachat-level-05-b05-mec-cand-18-16-256.png,B05-MEC__Machine/aachat-level-05-b05-mec-cand-18-16-256.png,aachat-ascend-machine-unlinked-submersible.png,B05-MEC__Machine/aachat-ascend-machine-unlinked-submersible.png,submersible,accepted,66e625d4fe3f493f06db6aea77107d3a7ce7bae07af4dce628789087a953b54f,pass
B05-MEC,machine,aachat-level-05-b05-mec-cand-19-03-256.png,B05-MEC__Machine/aachat-level-05-b05-mec-cand-19-03-256.png,aachat-ascend-machine-unlinked-uplink.png,B05-MEC__Machine/aachat-ascend-machine-unlinked-uplink.png,uplink,accepted,b1cb9840371fba2fe785792362e5ab65860bec207a80cd961036906409929d74,pass
B05-MEC,machine,aachat-level-05-b05-mec-cand-19-07-256.png,B05-MEC__Machine/aachat-level-05-b05-mec-cand-19-07-256.png,aachat-ascend-machine-unlinked-gumball.png,B05-MEC__Machine/aachat-ascend-machine-unlinked-gumball.png,gumball,accepted,6002926503fa1caaf562caaf33e07fc15c1b7d1b27570bc2d432f6cf13896e06,pass
B05-MEC,machine,aachat-level-05-b05-mec-cand-19-19-256.png,B05-MEC__Machine/aachat-level-05-b05-mec-cand-19-19-256.png,aachat-ascend-machine-unlinked-dragonfly.png,B05-MEC__Machine/aachat-ascend-machine-unlinked-dragonfly.png,dragonfly,accepted,59b85f034b3033b1b4e9d5f1f7a9628abff6fb70dc44dcede1b104fb7bc0bd9d,pass
B05-MEC,machine,aachat-level-05-b05-mec-cand-20-08-256.png,B05-MEC__Machine/aachat-level-05-b05-mec-cand-20-08-256.png,aachat-ascend-machine-unlinked-typewriter.png,B05-MEC__Machine/aachat-ascend-machine-unlinked-typewriter.png,typewriter,accepted,62d49f6af5c72383cc56bd33584ada741669fbd82c58f77079d88f09d993a790,pass
B05-MEC,machine,aachat-level-05-b05-mec-cand-20-17-256.png,B05-MEC__Machine/aachat-level-05-b05-mec-cand-20-17-256.png,aachat-ascend-machine-unlinked-conductor.png,B05-MEC__Machine/aachat-ascend-machine-unlinked-conductor.png,conductor,accepted,f8f842afc785f7744c2cf20781450ff69205067d6c92778603371112bdfdbec9,pass
B08-NAT,nature,aachat-level-05-b08-nat-cand-02-12-256.png,B08-NAT__Nature_&_Element/aachat-level-05-b08-nat-cand-02-12-256.png,aachat-ascend-nature-unlinked-nimbus.png,B08-NAT__Nature_&_Element/aachat-ascend-nature-unlinked-nimbus.png,nimbus,accepted,f46cb6644b61ee4472015b0df0f8a9ac6b9b3c46162d4cd9aaeb1987aea9ef79,pass
B08-NAT,nature,aachat-level-05-b08-nat-cand-05-12-256.png,B08-NAT__Nature_&_Element/aachat-level-05-b08-nat-cand-05-12-256.png,aachat-ascend-nature-unlinked-scoria.png,B08-NAT__Nature_&_Element/aachat-ascend-nature-unlinked-scoria.png,scoria,accepted,afbe3f3a8c957aba9b0035edb121c5747e1a757bd5fc34c4a1b8e2a318573deb,pass
B08-NAT,nature,aachat-level-05-b08-nat-cand-05-14-256.png,B08-NAT__Nature_&_Element/aachat-level-05-b08-nat-cand-05-14-256.png,,,,pending,,
B08-NAT,nature,aachat-level-05-b08-nat-cand-05-16-256.png,B08-NAT__Nature_&_Element/aachat-level-05-b08-nat-cand-05-16-256.png,,,,pending,,
B08-NAT,nature,aachat-level-05-b08-nat-cand-06-06-256.png,B08-NAT__Nature_&_Element/aachat-level-05-b08-nat-cand-06-06-256.png,,,,pending,,
B08-NAT,nature,aachat-level-05-b08-nat-cand-07-07-256.png,B08-NAT__Nature_&_Element/aachat-level-05-b08-nat-cand-07-07-256.png,aachat-ascend-nature-unlinked-aurora.png,B08-NAT__Nature_&_Element/aachat-ascend-nature-unlinked-aurora.png,aurora,accepted,902ec0a2611a6ed57ae25bc17bda8743ab0262fcf0948851984af705d1dc5c17,pass
B08-NAT,nature,aachat-level-05-b08-nat-cand-07-09-256.png,B08-NAT__Nature_&_Element/aachat-level-05-b08-nat-cand-07-09-256.png,aachat-ascend-nature-unlinked-effervescent.png,B08-NAT__Nature_&_Element/aachat-ascend-nature-unlinked-effervescent.png,effervescent,accepted,70fc611abfee356843892a7cfaa305a7e6946364694462403b59bee51ae28e8a,pass
B08-NAT,nature,aachat-level-05-b08-nat-cand-08-04-256.png,B08-NAT__Nature_&_Element/aachat-level-05-b08-nat-cand-08-04-256.png,aachat-ascend-nature-unlinked-prismatic.png,B08-NAT__Nature_&_Element/aachat-ascend-nature-unlinked-prismatic.png,prismatic,accepted,52e6f7818fa9b251cde18667ae564ce28a7b9e5e142bbf1bcdecb62735843d74,pass
B08-NAT,nature,aachat-level-05-b08-nat-cand-08-05-256.png,B08-NAT__Nature_&_Element/aachat-level-05-b08-nat-cand-08-05-256.png,aachat-ascend-nature-unlinked-corona.png,B08-NAT__Nature_&_Element/aachat-ascend-nature-unlinked-corona.png,corona,accepted,145b6ad1782be8bef7eea372b1d788a44816a5078213360da7ab15a6854d1cf2,pass
B08-NAT,nature,aachat-level-05-b08-nat-cand-08-12-256.png,B08-NAT__Nature_&_Element/aachat-level-05-b08-nat-cand-08-12-256.png,aachat-ascend-nature-unlinked-thunderhead.png,B08-NAT__Nature_&_Element/aachat-ascend-nature-unlinked-thunderhead.png,thunderhead,accepted,c89bed3bc53cc7e42b3dae90f5430d660c7470ba44a3c8f7b84d0d41df55a9fb,pass
B08-NAT,nature,aachat-level-05-b08-nat-cand-09-02-256.png,B08-NAT__Nature_&_Element/aachat-level-05-b08-nat-cand-09-02-256.png,aachat-ascend-nature-unlinked-opalescent.png,B08-NAT__Nature_&_Element/aachat-ascend-nature-unlinked-opalescent.png,opalescent,accepted,440e5288362ddd9b3f7b83d189a4126bd3b1604ee2c0d4f38d18c507e89b34b0,pass
B08-NAT,nature,aachat-level-05-b08-nat-cand-09-04-256.png,B08-NAT__Nature_&_Element/aachat-level-05-b08-nat-cand-09-04-256.png,aachat-ascend-nature-unlinked-pyroclast.png,B08-NAT__Nature_&_Element/aachat-ascend-nature-unlinked-pyroclast.png,pyroclast,accepted,43be4cc302d5a767b99ee84e18c35929dfe4dfa3a39a0f0f85b4fe8a179bfbff,pass
B08-NAT,nature,aachat-level-05-b08-nat-cand-09-05-256.png,B08-NAT__Nature_&_Element/aachat-level-05-b08-nat-cand-09-05-256.png,aachat-ascend-nature-unlinked-cumulonimbus.png,B08-NAT__Nature_&_Element/aachat-ascend-nature-unlinked-cumulonimbus.png,cumulonimbus,accepted,22c997371c661435a14b08e506c63a23e4b563ecc961bc9e4a268cb6b967ccf8,pass
B08-NAT,nature,aachat-level-05-b08-nat-cand-13-01-256.png,B08-NAT__Nature_&_Element/aachat-level-05-b08-nat-cand-13-01-256.png,,,,pending,,
B08-NAT,nature,aachat-level-05-b08-nat-cand-13-04-256.png,B08-NAT__Nature_&_Element/aachat-level-05-b08-nat-cand-13-04-256.png,,,,pending,,
B08-NAT,nature,aachat-level-05-b08-nat-cand-13-11-256.png,B08-NAT__Nature_&_Element/aachat-level-05-b08-nat-cand-13-11-256.png,,,,pending,,
B08-NAT,nature,aachat-level-05-b08-nat-cand-16-05-256.png,B08-NAT__Nature_&_Element/aachat-level-05-b08-nat-cand-16-05-256.png,,,,pending,,
B08-NAT,nature,aachat-level-05-b08-nat-cand-16-16-256.png,B08-NAT__Nature_&_Element/aachat-level-05-b08-nat-cand-16-16-256.png,,,,pending,,
B08-NAT,nature,aachat-level-05-b08-nat-cand-16-19-256.png,B08-NAT__Nature_&_Element/aachat-level-05-b08-nat-cand-16-19-256.png,,,,pending,,
B08-NAT,nature,aachat-level-05-b08-nat-cand-17-06-256.png,B08-NAT__Nature_&_Element/aachat-level-05-b08-nat-cand-17-06-256.png,,,,pending,,
B08-NAT,nature,aachat-level-05-b08-nat-cand-17-08-256.png,B08-NAT__Nature_&_Element/aachat-level-05-b08-nat-cand-17-08-256.png,,,,pending,,
B08-NAT,nature,aachat-level-05-b08-nat-cand-17-15-256.png,B08-NAT__Nature_&_Element/aachat-level-05-b08-nat-cand-17-15-256.png,,,,pending,,
