origin_type,group,reference_filename,reference_relative_path,provisional_filename,provisional_relative_path,evolution,status,sha256,visual_qa
B07-MAT,mineral,aachat-level-05-b07-mat-cand-07-15-256.png,B07-MAT__Material_&_Mineral/aachat-level-05-b07-mat-cand-07-15-256.png,aachat-ascend-mineral-unlinked-diadem.png,B07-MAT__Material_&_Mineral/aachat-ascend-mineral-unlinked-diadem.png,diadem,accepted,84f3744514d9df9a77bb29072550febd41aec496893eac6dacc58c06f240c096,pass
B07-MAT,mineral,aachat-level-05-b07-mat-cand-07-20-256.png,B07-MAT__Material_&_Mineral/aachat-level-05-b07-mat-cand-07-20-256.png,aachat-ascend-mineral-unlinked-corona.png,B07-MAT__Material_&_Mineral/aachat-ascend-mineral-unlinked-corona.png,corona,accepted,3f363c7eda86e33b3bd98ba4c35cbcb49a65642ffbb64621e1fea936abc93bf6,pass
B07-MAT,mineral,aachat-level-05-b07-mat-cand-08-08-256.png,B07-MAT__Material_&_Mineral/aachat-level-05-b07-mat-cand-08-08-256.png,aachat-ascend-mineral-unlinked-geode.png,B07-MAT__Material_&_Mineral/aachat-ascend-mineral-unlinked-geode.png,geode,accepted,bcdbf92392a10462d03f9baf1bdf7146c04f1f25af780a180b74519fb112800e,pass
B07-MAT,mineral,aachat-level-05-b07-mat-cand-09-03-256.png,B07-MAT__Material_&_Mineral/aachat-level-05-b07-mat-cand-09-03-256.png,aachat-ascend-mineral-unlinked-mossbound.png,B07-MAT__Material_&_Mineral/aachat-ascend-mineral-unlinked-mossbound.png,mossbound,accepted,722f0c9968bb0bac2b62378d66e44249dffa1cdfbfdb0c211f30d75511bc1dbf,pass
B07-MAT,mineral,aachat-level-05-b07-mat-cand-09-08-256.png,B07-MAT__Material_&_Mineral/aachat-level-05-b07-mat-cand-09-08-256.png,aachat-ascend-mineral-unlinked-amethyst.png,B07-MAT__Material_&_Mineral/aachat-ascend-mineral-unlinked-amethyst.png,amethyst,accepted,f0c1b592565a83a1e92ef94eec38d5fd43b15fa9552a15290d972272dd1ecad4,pass
B07-MAT,mineral,aachat-level-05-b07-mat-cand-09-13-256.png,B07-MAT__Material_&_Mineral/aachat-level-05-b07-mat-cand-09-13-256.png,aachat-ascend-mineral-unlinked-kaleidoscope.png,B07-MAT__Material_&_Mineral/aachat-ascend-mineral-unlinked-kaleidoscope.png,kaleidoscope,accepted,39650495ed7991f005f592c592bdf3b8f58828378004611a164dd56ed8e9a3ba,pass
B07-MAT,mineral,aachat-level-05-b07-mat-cand-10-04-256.png,B07-MAT__Material_&_Mineral/aachat-level-05-b07-mat-cand-10-04-256.png,aachat-ascend-mineral-unlinked-corolla.png,B07-MAT__Material_&_Mineral/aachat-ascend-mineral-unlinked-corolla.png,corolla,accepted,d16d79fbd12dad0e423798d7033c90e0c79c9d2196e6f18a27a00c5200ae5f2c,pass
B07-MAT,mineral,aachat-level-05-b07-mat-cand-10-06-256.png,B07-MAT__Material_&_Mineral/aachat-level-05-b07-mat-cand-10-06-256.png,aachat-ascend-mineral-unlinked-regalia.png,B07-MAT__Material_&_Mineral/aachat-ascend-mineral-unlinked-regalia.png,regalia,accepted,45b38b9769dcfff6989d5e8bf86edc24350758902e7703d1ce55867cd0dd0894,pass
B07-MAT,mineral,aachat-level-05-b07-mat-cand-10-07-256.png,B07-MAT__Material_&_Mineral/aachat-level-05-b07-mat-cand-10-07-256.png,aachat-ascend-mineral-unlinked-nacre.png,B07-MAT__Material_&_Mineral/aachat-ascend-mineral-unlinked-nacre.png,nacre,accepted,7d731a8558021545bd24d7b75f4ee7746fbefd16b6ffa4a1698492f4f49f3a65,pass
B07-MAT,mineral,aachat-level-05-b07-mat-cand-10-16-256.png,B07-MAT__Material_&_Mineral/aachat-level-05-b07-mat-cand-10-16-256.png,aachat-ascend-mineral-unlinked-opaline.png,B07-MAT__Material_&_Mineral/aachat-ascend-mineral-unlinked-opaline.png,opaline,accepted,ba75945cb4cb97481d97033868d601ca902af7651e6dc3a5d1bd03d9ccac87db,pass
B07-MAT,mineral,aachat-level-05-b07-mat-cand-10-22-256.png,B07-MAT__Material_&_Mineral/aachat-level-05-b07-mat-cand-10-22-256.png,aachat-ascend-mineral-unlinked-origami.png,B07-MAT__Material_&_Mineral/aachat-ascend-mineral-unlinked-origami.png,origami,accepted,686398277567167aff1ac05b5c29d063cf271ab9887a4e4785593de79b63619e,pass
B07-MAT,mineral,aachat-level-05-b07-mat-cand-12-05-256.png,B07-MAT__Material_&_Mineral/aachat-level-05-b07-mat-cand-12-05-256.png,aachat-ascend-mineral-unlinked-sapphire.png,B07-MAT__Material_&_Mineral/aachat-ascend-mineral-unlinked-sapphire.png,sapphire,accepted,9f568f905470a09433a702c589ebaf3939daf66f86bbd908449ed8b6e6274849,pass
B07-MAT,mineral,aachat-level-05-b07-mat-cand-15-05-256.png,B07-MAT__Material_&_Mineral/aachat-level-05-b07-mat-cand-15-05-256.png,aachat-ascend-mineral-unlinked-monolith.png,B07-MAT__Material_&_Mineral/aachat-ascend-mineral-unlinked-monolith.png,monolith,accepted,bebe17a4e2270077cd2664cf6667192839be518fb12b684888008b473d7c5b5e,pass
B07-MAT,mineral,aachat-level-05-b07-mat-cand-17-18-256.png,B07-MAT__Material_&_Mineral/aachat-level-05-b07-mat-cand-17-18-256.png,aachat-ascend-mineral-unlinked-frostward.png,B07-MAT__Material_&_Mineral/aachat-ascend-mineral-unlinked-frostward.png,frostward,accepted,3e3a8b49337676b4007169ef123f87fe3cc776cc86abf48d8f9d5b5592cd2fe1,pass
B07-MAT,mineral,aachat-level-05-b07-mat-cand-17-20-256.png,B07-MAT__Material_&_Mineral/aachat-level-05-b07-mat-cand-17-20-256.png,aachat-ascend-mineral-unlinked-effervescent.png,B07-MAT__Material_&_Mineral/aachat-ascend-mineral-unlinked-effervescent.png,effervescent,accepted,e4f822647063fe87d790bfbc4fa05ce30620f08e9b2a28d83142e2126223bdbc,pass
B07-MAT,mineral,aachat-level-05-b07-mat-cand-18-18-256.png,B07-MAT__Material_&_Mineral/aachat-level-05-b07-mat-cand-18-18-256.png,aachat-ascend-mineral-unlinked-pirouette.png,B07-MAT__Material_&_Mineral/aachat-ascend-mineral-unlinked-pirouette.png,pirouette,accepted,f8b7118b780e8f16d8580b9a05e943da7378f2f2a05afb73b3f40f389ff86066,pass
B07-MAT,mineral,aachat-level-05-b07-mat-cand-19-16-256.png,B07-MAT__Material_&_Mineral/aachat-level-05-b07-mat-cand-19-16-256.png,aachat-ascend-mineral-unlinked-scepter.png,B07-MAT__Material_&_Mineral/aachat-ascend-mineral-unlinked-scepter.png,scepter,accepted,9fbf8bb6977e8eb7b059865632ec956b7d00fa837a36a6457cd2774eac52d991,pass
