origin_type,group,reference_filename,reference_relative_path,provisional_filename,provisional_relative_path,evolution,status,sha256,visual_qa
B01-HUM,humanoid,aachat-level-05-b01-hum-cand-10-05-256.png,B01-HUM__Humanoid/aachat-level-05-b01-hum-cand-10-05-256.png,aachat-ascend-humanoid-unlinked-thorn.png,B01-HUM__Humanoid/aachat-ascend-humanoid-unlinked-thorn.png,thorn,accepted,093605987b97630d9ee6c3190483c2ae476f55573ae7f61b8881b5f0008707fa,pass
B01-HUM,humanoid,aachat-level-05-b01-hum-cand-10-08-256.png,B01-HUM__Humanoid/aachat-level-05-b01-hum-cand-10-08-256.png,aachat-ascend-humanoid-unlinked-ruff.png,B01-HUM__Humanoid/aachat-ascend-humanoid-unlinked-ruff.png,ruff,accepted,1e51dd883cf3b2bacf262ced406e26dec90d7c7522a3c549bc4a47c80a782678,pass
B01-HUM,humanoid,aachat-level-05-b01-hum-cand-10-09-256.png,B01-HUM__Humanoid/aachat-level-05-b01-hum-cand-10-09-256.png,aachat-ascend-humanoid-unlinked-regalia.png,B01-HUM__Humanoid/aachat-ascend-humanoid-unlinked-regalia.png,regalia,accepted,52195dd3b82c4c8b6d995cfdeb222d11014111a6fc3d743ac0a1e375deb8defd,pass
B01-HUM,humanoid,aachat-level-05-b01-hum-cand-10-10-256.png,B01-HUM__Humanoid/aachat-level-05-b01-hum-cand-10-10-256.png,aachat-ascend-humanoid-unlinked-plumage.png,B01-HUM__Humanoid/aachat-ascend-humanoid-unlinked-plumage.png,plumage,accepted,79e231a1b1a0b460eeba590a443856e4ebb1697423d649e0e32ad3354eb8bbc1,pass
B01-HUM,humanoid,aachat-level-05-b01-hum-cand-10-11-256.png,B01-HUM__Humanoid/aachat-level-05-b01-hum-cand-10-11-256.png,aachat-ascend-humanoid-unlinked-braids.png,B01-HUM__Humanoid/aachat-ascend-humanoid-unlinked-braids.png,braids,accepted,7bbe938254112e2b67230af99f5f8653be4f763a6189f4d6d029ba4029f49811,pass
B01-HUM,humanoid,aachat-level-05-b01-hum-cand-10-12-256.png,B01-HUM__Humanoid/aachat-level-05-b01-hum-cand-10-12-256.png,aachat-ascend-humanoid-unlinked-rosette.png,B01-HUM__Humanoid/aachat-ascend-humanoid-unlinked-rosette.png,rosette,accepted,cb55d2dd24fffc4111e4d44d116329ed1152c6dece6d282a64e3a92753506bd8,pass
B01-HUM,humanoid,aachat-level-05-b01-hum-cand-10-13-256.png,B01-HUM__Humanoid/aachat-level-05-b01-hum-cand-10-13-256.png,aachat-ascend-humanoid-unlinked-aurora.png,B01-HUM__Humanoid/aachat-ascend-humanoid-unlinked-aurora.png,aurora,accepted,19f9cf6097b3105e4adb12f897a510ebdf9c3cb01ac9b357bda291434fe28512,pass
B01-HUM,humanoid,aachat-level-05-b01-hum-cand-10-14-256.png,B01-HUM__Humanoid/aachat-level-05-b01-hum-cand-10-14-256.png,aachat-ascend-humanoid-unlinked-knit.png,B01-HUM__Humanoid/aachat-ascend-humanoid-unlinked-knit.png,knit,accepted,445101440a29d0a252f7aa2a4e17ad0b4b43caedf779b339e035bf297dc018eb,pass
B01-HUM,humanoid,aachat-level-05-b01-hum-cand-10-15-256.png,B01-HUM__Humanoid/aachat-level-05-b01-hum-cand-10-15-256.png,aachat-ascend-humanoid-unlinked-checker.png,B01-HUM__Humanoid/aachat-ascend-humanoid-unlinked-checker.png,checker,accepted,d296d0f7690c393a2013d504a48645559d65de685da9ed43173d54d2e5cd64fc,pass
B01-HUM,humanoid,aachat-level-05-b01-hum-cand-10-17-256.png,B01-HUM__Humanoid/aachat-level-05-b01-hum-cand-10-17-256.png,aachat-ascend-humanoid-unlinked-noir.png,B01-HUM__Humanoid/aachat-ascend-humanoid-unlinked-noir.png,noir,accepted,e55f022265634649ef7a5c5251a7ab3366ef34a584d1a989c3d223b6b9f9fe52,pass
B01-HUM,humanoid,aachat-level-05-b01-hum-cand-10-18-256.png,B01-HUM__Humanoid/aachat-level-05-b01-hum-cand-10-18-256.png,aachat-ascend-humanoid-unlinked-blush.png,B01-HUM__Humanoid/aachat-ascend-humanoid-unlinked-blush.png,blush,accepted,44477d063b142914e62bb5ae4cda6a54a5d5325b2691cec6e8da2b063be1233e,pass
B01-HUM,humanoid,aachat-level-05-b01-hum-cand-10-19-256.png,B01-HUM__Humanoid/aachat-level-05-b01-hum-cand-10-19-256.png,aachat-ascend-humanoid-unlinked-filigree.png,B01-HUM__Humanoid/aachat-ascend-humanoid-unlinked-filigree.png,filigree,accepted,6d1009b8177b65c310ed0f5e811fb68bd606324d20661fc1972b968f481c2dac,pass
B01-HUM,humanoid,aachat-level-05-b01-hum-cand-10-20-256.png,B01-HUM__Humanoid/aachat-level-05-b01-hum-cand-10-20-256.png,aachat-ascend-humanoid-unlinked-majesty.png,B01-HUM__Humanoid/aachat-ascend-humanoid-unlinked-majesty.png,majesty,accepted,bb4ce73429ae00833951a6e62ac974826ffa1dd5f75f0e37a8efe64cb604f4bb,pass
B01-HUM,humanoid,aachat-level-05-b01-hum-cand-10-21-256.png,B01-HUM__Humanoid/aachat-level-05-b01-hum-cand-10-21-256.png,aachat-ascend-humanoid-unlinked-spiked.png,B01-HUM__Humanoid/aachat-ascend-humanoid-unlinked-spiked.png,spiked,accepted,f4ca0a0716d58abe5b6bfdaf92f0676f513a691e98ffac9370dd781a37a1c79c,pass
B01-HUM,humanoid,aachat-level-05-b01-hum-cand-10-24-256.png,B01-HUM__Humanoid/aachat-level-05-b01-hum-cand-10-24-256.png,aachat-ascend-humanoid-unlinked-mantle.png,B01-HUM__Humanoid/aachat-ascend-humanoid-unlinked-mantle.png,mantle,accepted,3deca7861acfec711343cea16ce580b92117b64e59d32ee78fa901c43d37ea65,pass
B01-HUM,humanoid,aachat-level-05-b01-hum-cand-13-05-256.png,B01-HUM__Humanoid/aachat-level-05-b01-hum-cand-13-05-256.png,aachat-ascend-humanoid-unlinked-locket.png,B01-HUM__Humanoid/aachat-ascend-humanoid-unlinked-locket.png,locket,accepted,e1107c7e8c486723da94343d5beb7325638bf1d014d3315094d50017432aaa20,pass
B01-HUM,humanoid,aachat-level-05-b01-hum-cand-13-08-256.png,B01-HUM__Humanoid/aachat-level-05-b01-hum-cand-13-08-256.png,aachat-ascend-humanoid-unlinked-crescent.png,B01-HUM__Humanoid/aachat-ascend-humanoid-unlinked-crescent.png,crescent,accepted,6a8bdf64f26c06a0a64ced068cd5a067a4e74517700e9227f05255356be6f856,pass
B01-HUM,humanoid,aachat-level-05-b01-hum-cand-13-09-256.png,B01-HUM__Humanoid/aachat-level-05-b01-hum-cand-13-09-256.png,aachat-ascend-humanoid-unlinked-witch.png,B01-HUM__Humanoid/aachat-ascend-humanoid-unlinked-witch.png,witch,accepted,7c0b6742d61954e404cc9af2cd4489715b8739003bfeabc2a6225af7a8a72336,pass
B01-HUM,humanoid,aachat-level-05-b01-hum-cand-17-03-256.png,B01-HUM__Humanoid/aachat-level-05-b01-hum-cand-17-03-256.png,aachat-ascend-humanoid-unlinked-courier.png,B01-HUM__Humanoid/aachat-ascend-humanoid-unlinked-courier.png,courier,accepted,1a2a24081fccb38566dd6206ed8fafdcd8c292ef8e689fcd19aed7917b2ed481,pass
B01-HUM,humanoid,aachat-level-05-b01-hum-cand-17-12-256.png,B01-HUM__Humanoid/aachat-level-05-b01-hum-cand-17-12-256.png,aachat-ascend-humanoid-unlinked-aviator.png,B01-HUM__Humanoid/aachat-ascend-humanoid-unlinked-aviator.png,aviator,accepted,17e5aab49ba507155f4751b805605378fb691fd9c098177203fd61d42901439d,pass
B01-HUM,humanoid,aachat-level-05-b01-hum-cand-18-05-256.png,B01-HUM__Humanoid/aachat-level-05-b01-hum-cand-18-05-256.png,aachat-ascend-humanoid-unlinked-templar.png,B01-HUM__Humanoid/aachat-ascend-humanoid-unlinked-templar.png,templar,accepted,2bd0cdee9a761df8b9388cf62564c5280a9648e2a2ac54458aba238c7f357326,pass
B01-HUM,humanoid,aachat-level-05-b01-hum-cand-19-13-256.png,B01-HUM__Humanoid/aachat-level-05-b01-hum-cand-19-13-256.png,aachat-ascend-humanoid-unlinked-chevalier.png,B01-HUM__Humanoid/aachat-ascend-humanoid-unlinked-chevalier.png,chevalier,accepted,785f6315d7c7b74ef4217fcf826653edbc3533d70493e939a5d56d27bac6ff03,pass
B01-HUM,humanoid,aachat-level-05-b01-hum-cand-20-12-256.png,B01-HUM__Humanoid/aachat-level-05-b01-hum-cand-20-12-256.png,aachat-ascend-humanoid-unlinked-pharaoh.png,B01-HUM__Humanoid/aachat-ascend-humanoid-unlinked-pharaoh.png,pharaoh,accepted,2817040cb332ffca2976ca93eb23b5a3a085313943b5e1f0a3dd73b1eada6d74,pass
B03-FLO,flora,aachat-level-05-b03-flo-cand-02-05-256.png,B03-FLO__Flora_&_Fungi/aachat-level-05-b03-flo-cand-02-05-256.png,aachat-ascend-flora-unlinked-cactus.png,B03-FLO__Flora_&_Fungi/aachat-ascend-flora-unlinked-cactus.png,cactus,accepted,e37beabec61f50edc2f2aff0574e907b42ec402db84c4a24f6c5d8fedddbffda,pass
B03-FLO,flora,aachat-level-05-b03-flo-cand-02-15-256.png,B03-FLO__Flora_&_Fungi/aachat-level-05-b03-flo-cand-02-15-256.png,aachat-ascend-flora-unlinked-dryad.png,B03-FLO__Flora_&_Fungi/aachat-ascend-flora-unlinked-dryad.png,dryad,accepted,a6cc15696de845cb30618cbad8692cf4d9ed82002de3f0efcafca89a7a5705ee,pass
B03-FLO,flora,aachat-level-05-b03-flo-cand-02-18-256.png,B03-FLO__Flora_&_Fungi/aachat-level-05-b03-flo-cand-02-18-256.png,aachat-ascend-flora-unlinked-nelumbo.png,B03-FLO__Flora_&_Fungi/aachat-ascend-flora-unlinked-nelumbo.png,nelumbo,accepted,aa71eaf8c0af4f8775187c7b9cf27e888b5f9b37472657e474162efedfccffca,pass
B03-FLO,flora,aachat-level-05-b03-flo-cand-05-02-256.png,B03-FLO__Flora_&_Fungi/aachat-level-05-b03-flo-cand-05-02-256.png,aachat-ascend-flora-unlinked-saguaro.png,B03-FLO__Flora_&_Fungi/aachat-ascend-flora-unlinked-saguaro.png,saguaro,accepted,fbd38d4f19a914e8a6f47ef52eaebd2901ad71b314670d15943ae0dec0bfcd16,pass
B03-FLO,flora,aachat-level-05-b03-flo-cand-06-04-256.png,B03-FLO__Flora_&_Fungi/aachat-level-05-b03-flo-cand-06-04-256.png,aachat-ascend-flora-unlinked-corolla.png,B03-FLO__Flora_&_Fungi/aachat-ascend-flora-unlinked-corolla.png,corolla,accepted,27b577ca30072b5491d3574a48ef9ec1f21f281befd076341ae7c09c68b958c9,pass
B03-FLO,flora,aachat-level-05-b03-flo-cand-06-15-256.png,B03-FLO__Flora_&_Fungi/aachat-level-05-b03-flo-cand-06-15-256.png,aachat-ascend-flora-unlinked-sweetheart.png,B03-FLO__Flora_&_Fungi/aachat-ascend-flora-unlinked-sweetheart.png,sweetheart,accepted,e387399b8008efa567a0203e07d46dae2dffe74021b2f8dd6e8c72b63df10ed4,pass
B03-FLO,flora,aachat-level-05-b03-flo-cand-07-05-256.png,B03-FLO__Flora_&_Fungi/aachat-level-05-b03-flo-cand-07-05-256.png,aachat-ascend-flora-unlinked-roseweave.png,B03-FLO__Flora_&_Fungi/aachat-ascend-flora-unlinked-roseweave.png,roseweave,accepted,c81b7b2d619f1d1b31d1fb2cd4d7fd2f964270d929b821db32f14a2ac09315ad,pass
B03-FLO,flora,aachat-level-05-b03-flo-cand-07-19-256.png,B03-FLO__Flora_&_Fungi/aachat-level-05-b03-flo-cand-07-19-256.png,aachat-ascend-flora-unlinked-hallow.png,B03-FLO__Flora_&_Fungi/aachat-ascend-flora-unlinked-hallow.png,hallow,accepted,bbee68e7f8cdba244c15a0ca6b75e0882495ea5c600e4952d2ec5c7965637843,pass
B03-FLO,flora,aachat-level-05-b03-flo-cand-08-14-256.png,B03-FLO__Flora_&_Fungi/aachat-level-05-b03-flo-cand-08-14-256.png,aachat-ascend-flora-unlinked-terracotta.png,B03-FLO__Flora_&_Fungi/aachat-ascend-flora-unlinked-terracotta.png,terracotta,accepted,a73560c4d5a46b8635f0d346b640bd1a1e109d49d86fc714cdf834f407a3064b,pass
B03-FLO,flora,aachat-level-05-b03-flo-cand-09-01-256.png,B03-FLO__Flora_&_Fungi/aachat-level-05-b03-flo-cand-09-01-256.png,aachat-ascend-flora-unlinked-mycelium.png,B03-FLO__Flora_&_Fungi/aachat-ascend-flora-unlinked-mycelium.png,mycelium,accepted,22b32b40896ff5c765fea890dacb9ad7787a28dbfacc8bf6d250337e130657b3,pass
B03-FLO,flora,aachat-level-05-b03-flo-cand-09-06-256.png,B03-FLO__Flora_&_Fungi/aachat-level-05-b03-flo-cand-09-06-256.png,aachat-ascend-flora-unlinked-rosette.png,B03-FLO__Flora_&_Fungi/aachat-ascend-flora-unlinked-rosette.png,rosette,accepted,1e12bed0355e834d9853b6911ee8d800ab7d19d7ab9727fe730eee95bab69d33,pass
B03-FLO,flora,aachat-level-05-b03-flo-cand-09-10-256.png,B03-FLO__Flora_&_Fungi/aachat-level-05-b03-flo-cand-09-10-256.png,aachat-ascend-flora-unlinked-arbor.png,B03-FLO__Flora_&_Fungi/aachat-ascend-flora-unlinked-arbor.png,arbor,accepted,44c6502bda004f402f21aef13985ec2d61e9b03f7b56f69c1df679cdff75e943,pass
B03-FLO,flora,aachat-level-05-b03-flo-cand-12-02-256.png,B03-FLO__Flora_&_Fungi/aachat-level-05-b03-flo-cand-12-02-256.png,aachat-ascend-flora-unlinked-acorn.png,B03-FLO__Flora_&_Fungi/aachat-ascend-flora-unlinked-acorn.png,acorn,accepted,6b952bc253881c8b57534e0213019a52561f791ede5a90bb6379273f0e93e0b5,pass
B03-FLO,flora,aachat-level-05-b03-flo-cand-13-13-256.png,B03-FLO__Flora_&_Fungi/aachat-level-05-b03-flo-cand-13-13-256.png,aachat-ascend-flora-unlinked-amanita.png,B03-FLO__Flora_&_Fungi/aachat-ascend-flora-unlinked-amanita.png,amanita,accepted,741d259f033d7d2c641a5fa94d840f920ff1fdb6019a5f34df9d370b3294117d,pass
B03-FLO,flora,aachat-level-05-b03-flo-cand-15-02-256.png,B03-FLO__Flora_&_Fungi/aachat-level-05-b03-flo-cand-15-02-256.png,aachat-ascend-flora-unlinked-chestnut.png,B03-FLO__Flora_&_Fungi/aachat-ascend-flora-unlinked-chestnut.png,chestnut,accepted,c463900f3253ba460685c1e0b47d9f0c81f7cc87e13e3325e031ea7b426d50cd,pass
B03-FLO,flora,aachat-level-05-b03-flo-cand-16-01-256.png,B03-FLO__Flora_&_Fungi/aachat-level-05-b03-flo-cand-16-01-256.png,,,,pending,,
B03-FLO,flora,aachat-level-05-b03-flo-cand-18-02-256.png,B03-FLO__Flora_&_Fungi/aachat-level-05-b03-flo-cand-18-02-256.png,aachat-ascend-flora-unlinked-reefbound.png,B03-FLO__Flora_&_Fungi/aachat-ascend-flora-unlinked-reefbound.png,reefbound,accepted,cc713bfa3eacc7029885dbb0348b814f220dc62e59d8024ddccc5065ff088a71,pass
B03-FLO,flora,aachat-level-05-b03-flo-cand-18-10-256.png,B03-FLO__Flora_&_Fungi/aachat-level-05-b03-flo-cand-18-10-256.png,aachat-ascend-flora-unlinked-arborist.png,B03-FLO__Flora_&_Fungi/aachat-ascend-flora-unlinked-arborist.png,arborist,accepted,8a87b16537c562796260dc2071e9c95287e8946ae11278d3c6110dd5cbadde7f,pass
B03-FLO,flora,aachat-level-05-b03-flo-cand-19-11-256.png,B03-FLO__Flora_&_Fungi/aachat-level-05-b03-flo-cand-19-11-256.png,aachat-ascend-flora-unlinked-mariachi.png,B03-FLO__Flora_&_Fungi/aachat-ascend-flora-unlinked-mariachi.png,mariachi,accepted,58e7509e94193449168a0ecbbc8c01dd58e4ac813edb7409ff2e3b790a3f45d5,pass
B03-FLO,flora,aachat-level-05-b03-flo-cand-20-05-256.png,B03-FLO__Flora_&_Fungi/aachat-level-05-b03-flo-cand-20-05-256.png,aachat-ascend-flora-unlinked-hanami.png,B03-FLO__Flora_&_Fungi/aachat-ascend-flora-unlinked-hanami.png,hanami,accepted,502c6a2774e25708fe61225c1f410407025e6c95b3c7f938cc0cdf8b2f01e6f2,pass
